id,hedef,sira,enlem,boylam
1562,CPH,25,53.034798,16.561682
1563,CPH,26,53.473856,15.944176
1564,CPH,27,53.909664,15.313807
1565,CPH,28,54.342101,14.670196
1566,CPH,29,54.771042,14.012956
1567,CPH,30,55.196354,13.341691
1568,CPH,31,55.617901,12.656000
1569,CZL,0,41.275278,28.751944
1570,CZL,1,41.182688,27.993798
1571,CZL,2,41.085141,27.237850
1572,CZL,3,40.982668,26.484199
1573,CZL,4,40.875303,25.732942
1574,CZL,5,40.763080,24.984173
1575,CZL,6,40.646033,24.237982
1576,CZL,7,40.524201,23.494457
1577,CZL,8,40.397621,22.753683
1578,CZL,9,40.266332,22.015740
1579,CZL,10,40.130374,21.280707
1580,CZL,11,39.989788,20.548659
1581,CZL,12,39.844615,19.819666
1582,CZL,13,39.694900,19.093798
1583,CZL,14,39.540684,18.371119
1584,CZL,15,39.382014,17.651690
1585,CZL,16,39.218934,16.935570
1586,CZL,17,39.051490,16.222814
1587,CZL,18,38.879729,15.513472
1588,CZL,19,38.703697,14.807594
1589,CZL,20,38.523443,14.105224
1590,CZL,21,38.339014,13.406404
1591,CZL,22,38.150460,12.711172
1592,CZL,23,37.957829,12.019565
1593,CZL,24,37.761170,11.331613
1594,CZL,25,37.560534,10.647346
1595,CZL,26,37.355971,9.966791
1596,CZL,27,37.147530,9.289969
1597,CZL,28,36.935261,8.616903
1598,CZL,29,36.719217,7.947608
1599,CZL,30,36.499446,7.282100
1600,CZL,31,36.276001,6.620390
1601,DAC,0,41.275278,28.751944
1602,DAC,1,41.289415,31.053692
1603,DAC,2,41.257707,33.354820
1604,DAC,3,41.180251,35.652106
1605,DAC,4,41.057277,37.942375
1606,DAC,5,40.889154,40.222533
1607,DAC,6,40.676374,42.489607
1608,DAC,7,40.419554,44.740772
1609,DAC,8,40.119426,46.973381
1610,DAC,9,39.776824,49.184991
1611,DAC,10,39.392679,51.373376
1612,DAC,11,38.968006,53.536544
1613,DAC,12,38.503891,55.672745
1614,DAC,13,38.001485,57.780475
1615,DAC,14,37.461986,59.858474
1616,DAC,15,36.886636,61.905726
1617,DAC,16,36.276704,63.921445
1618,DAC,17,35.633480,65.905069
1619,DAC,18,34.958267,67.856247
1620,DAC,19,34.252370,69.774822
1621,DAC,20,33.517089,71.660819
1622,DAC,21,32.753717,73.514428
1623,DAC,22,31.963530,75.335988
1624,DAC,23,31.147783,77.125968
1625,DAC,24,30.307709,78.884957
1626,DAC,25,29.444512,80.613647
1627,DAC,26,28.559367,82.312816
1628,DAC,27,27.653421,83.983319
1629,DAC,28,26.727784,85.626075
1630,DAC,29,25.783534,87.242056
1631,DAC,30,24.821718,88.832276
1632,DAC,31,23.843347,90.397783
1633,DAR,0,41.275278,28.751944
1634,DAR,1,39.736013,29.242600
1635,DAR,2,38.194773,29.711800
1636,DAR,3,36.651743,30.161537
1637,DAR,4,35.107088,30.593591
1638,DAR,5,33.560959,31.009561
1639,DAR,6,32.013486,31.410890
1640,DAR,7,30.464792,31.798882
1641,DAR,8,28.914986,32.174723
1642,DAR,9,27.364168,32.539491
1643,DAR,10,25.812427,32.894176
1644,DAR,11,24.259848,33.239684
1645,DAR,12,22.706508,33.576850
1646,DAR,13,21.152476,33.906450
1647,DAR,14,19.597820,34.229200
1648,DAR,15,18.042601,34.545771
1649,DAR,16,16.486875,34.856791
1650,DAR,17,14.930697,35.162850
1651,DAR,18,13.374119,35.464506
1652,DAR,19,11.817187,35.762289
1653,DAR,20,10.259948,36.056704
1654,DAR,21,8.702447,36.348235
1655,DAR,22,7.144727,36.637350
1656,DAR,23,5.586827,36.924500
1657,DAR,24,4.028788,37.210126
1658,DAR,25,2.470650,37.494660
1659,DAR,26,0.912452,37.778526
1660,DAR,27,-0.645769,38.062147
1661,DAR,28,-2.203974,38.345942
1662,DAR,29,-3.762125,38.630332
1663,DAR,30,-5.320184,38.915741
1664,DAR,31,-6.878110,39.202599
1665,DEL,0,41.275278,28.751944
1666,DEL,1,41.210153,30.511080
1667,DEL,2,41.118320,32.266002
1668,DEL,3,40.999939,34.015312
1669,DEL,4,40.855216,35.757655
1670,DEL,5,40.684399,37.491721
1671,DEL,6,40.487777,39.216254
1672,DEL,7,40.265681,40.930062
1673,DEL,8,40.018474,42.632024
1674,DEL,9,39.746556,44.321088
1675,DEL,10,39.450357,45.996284
1676,DEL,11,39.130337,47.656721
1677,DEL,12,38.786978,49.301593
1678,DEL,13,38.420788,50.930179
1679,DEL,14,38.032292,52.541839
1680,DEL,15,37.622034,54.136023
1681,DEL,16,37.190568,55.712260
1682,DEL,17,36.738462,57.270162
1683,DEL,18,36.266293,58.809420
1684,DEL,19,35.774642,60.329798
1685,DEL,20,35.264094,61.831137
1686,DEL,21,34.735236,63.313341
1687,DEL,22,34.188656,64.776382
1688,DEL,23,33.624936,66.220291
1689,DEL,24,33.044659,67.645155
1690,DEL,25,32.448399,69.051114
1691,DEL,26,31.836727,70.438353
1692,DEL,27,31.210202,71.807103
1693,DEL,28,30.569378,73.157633
1694,DEL,29,29.914799,74.490247
1695,DEL,30,29.246999,75.805283
1696,DEL,31,28.566500,77.103104
1697,DIY,0,41.275278,28.751944
1698,DIY,1,41.184356,29.138382
1699,DIY,2,41.092146,29.523741
1700,DIY,3,40.998655,29.908012
1701,DIY,4,40.903892,30.291188
1702,DIY,5,40.807865,30.673259
1703,DIY,6,40.710581,31.054219
1704,DIY,7,40.612048,31.434061
1705,DIY,8,40.512274,31.812777
1706,DIY,9,40.411268,32.190360
1707,DIY,10,40.309038,32.566805
1708,DIY,11,40.205591,32.942105
1709,DIY,12,40.100936,33.316255
1710,DIY,13,39.995080,33.689250
1711,DIY,14,39.888033,34.061083
1712,DIY,15,39.779802,34.431750
1713,DIY,16,39.670396,34.801247
1714,DIY,17,39.559822,35.169569
1715,DIY,18,39.448090,35.536713
1716,DIY,19,39.335207,35.902674
1717,DIY,20,39.221182,36.267450
1718,DIY,21,39.106023,36.631036
1719,DIY,22,38.989738,36.993431
1720,DIY,23,38.872336,37.354631
1721,DIY,24,38.753825,37.714635
1722,DIY,25,38.634214,38.073439
1723,DIY,26,38.513510,38.431042
1724,DIY,27,38.391723,38.787444
1725,DIY,28,38.268860,39.142641
1726,DIY,29,38.144930,39.496633
1727,DIY,30,38.019941,39.849420
1728,DIY,31,37.893902,40.201000
1729,DLA,0,41.275278,28.751944
1730,DLA,1,40.123854,27.894376
1731,DLA,2,38.966316,27.065450
1732,DLA,3,37.803102,26.263246
1733,DLA,4,36.634619,25.485977
1734,DLA,5,35.461237,24.731980
1735,DLA,6,34.283302,23.999708
1736,DLA,7,33.101131,23.287717
1737,DLA,8,31.915021,22.594659
1738,DLA,9,30.725244,21.919273
1739,DLA,10,29.532056,21.260381
1740,DLA,11,28.335695,20.616877
1741,DLA,12,27.136381,19.987722
1742,DLA,13,25.934323,19.371939
1743,DLA,14,24.729714,18.768610
1744,DLA,15,23.522738,18.176866
1745,DLA,16,22.313566,17.595887
1746,DLA,17,21.102360,17.024895
1747,DLA,18,19.889274,16.463152
1748,DLA,19,18.674453,15.909956
1749,DLA,20,17.458035,15.364639
1750,DLA,21,16.240151,14.826561
1751,DLA,22,15.020927,14.295110
1752,DLA,23,13.800484,13.769697
1753,DLA,24,12.578935,13.249757
1754,DLA,25,11.356393,12.734744
1755,DLA,26,10.132966,12.224127
1756,DLA,27,8.908756,11.717395
1757,DLA,28,7.683865,11.214048
1758,DLA,29,6.458391,10.713597
1759,DLA,30,5.232431,10.215564
1760,DLA,31,4.006080,9.719480
1761,DLM,0,41.275278,28.751944
1762,DLM,1,41.128111,28.753338
1763,DLM,2,40.980944,28.754725
1764,DLM,3,40.833778,28.756107
1765,DLM,4,40.686611,28.757482
1766,DLM,5,40.539444,28.758851
1767,DLM,6,40.392277,28.760214
1768,DLM,7,40.245110,28.761571
1769,DLM,8,40.097943,28.762923
1770,DLM,9,39.950776,28.764268
1771,DLM,10,39.803609,28.765608
1772,DLM,11,39.656442,28.766942
1773,DLM,12,39.509275,28.768270
1774,DLM,13,39.362108,28.769593
1775,DLM,14,39.214941,28.770910
1776,DLM,15,39.067774,28.772222
1777,DLM,16,38.920607,28.773528
1778,DLM,17,38.773440,28.774829
1779,DLM,18,38.626273,28.776124
1780,DLM,19,38.479106,28.777414
1781,DLM,20,38.331939,28.778699
1782,DLM,21,38.184772,28.779979
1783,DLM,22,38.037605,28.781254
1784,DLM,23,37.890438,28.782523
1785,DLM,24,37.743271,28.783787
1786,DLM,25,37.596104,28.785047
1787,DLM,26,37.448936,28.786301
1788,DLM,27,37.301769,28.787550
1789,DLM,28,37.154602,28.788795
1790,DLM,29,37.007435,28.790034
1791,DLM,30,36.860268,28.791269
1792,DLM,31,36.713100,28.792500
1793,DMM,0,41.275278,28.751944
1794,DMM,1,40.862272,29.558672
1795,DMM,2,40.443715,30.355334
1796,DMM,3,40.019758,31.142074
1797,DMM,4,39.590547,31.919038
1798,DMM,5,39.156226,32.686378
1799,DMM,6,38.716934,33.444249
1800,DMM,7,38.272811,34.192811
1801,DMM,8,37.823989,34.932224
1802,DMM,9,37.370602,35.662653
1803,DMM,10,36.912777,36.384264
1804,DMM,11,36.450640,37.097224
1805,DMM,12,35.984313,37.801701
1806,DMM,13,35.513917,38.497864
1807,DMM,14,35.039568,39.185883
1808,DMM,15,34.561380,39.865927
1809,DMM,16,34.079465,40.538167
1810,DMM,17,33.593930,41.202771
1811,DMM,18,33.104883,41.859908
1812,DMM,19,32.612425,42.509746
1813,DMM,20,32.116659,43.152453
1814,DMM,21,31.617681,43.788192
1815,DMM,22,31.115587,44.417131
1816,DMM,23,30.610472,45.039430
1817,DMM,24,30.102425,45.655253
1818,DMM,25,29.591536,46.264760
1819,DMM,26,29.077890,46.868108
1820,DMM,27,28.561573,47.465455
1821,DMM,28,28.042667,48.056956
1822,DMM,29,27.521250,48.642763
1823,DMM,30,26.997403,49.223029
1824,DMM,31,26.471201,49.797901
1825,DNK,0,41.275278,28.751944
1826,DNK,1,41.508805,28.933943
1827,DNK,2,41.742042,29.117260
1828,DNK,3,41.974987,29.301911
1829,DNK,4,42.207633,29.487918
1830,DNK,5,42.439976,29.675299
1831,DNK,6,42.672012,29.864074
1832,DNK,7,42.903736,30.054263
1833,DNK,8,43.135142,30.245886
1834,DNK,9,43.366227,30.438963
1835,DNK,10,43.596984,30.633517
1836,DNK,11,43.827408,30.829567
1837,DNK,12,44.057495,31.027135
1838,DNK,13,44.287239,31.226244
1839,DNK,14,44.516634,31.426915
1840,DNK,15,44.745675,31.629172
1841,DNK,16,44.974356,31.833036
1842,DNK,17,45.202672,32.038531
1843,DNK,18,45.430616,32.245681
1844,DNK,19,45.658183,32.454509
1845,DNK,20,45.885366,32.665040
1846,DNK,21,46.112159,32.877299
1847,DNK,22,46.338557,33.091311
1848,DNK,23,46.564551,33.307100
1849,DNK,24,46.790137,33.524693
1850,DNK,25,47.015306,33.744117
1851,DNK,26,47.240054,33.965396
1852,DNK,27,47.464371,34.188560
1853,DNK,28,47.688252,34.413634
1854,DNK,29,47.911688,34.640647
1855,DNK,30,48.134674,34.869626
1856,DNK,31,48.357201,35.100601
1857,DNZ,0,41.275278,28.751944
1858,DNZ,1,41.162833,28.784112
1859,DNZ,2,41.050378,28.816169
1860,DNZ,3,40.937915,28.848117
1861,DNZ,4,40.825443,28.879957
1862,DNZ,5,40.712962,28.911689
1863,DNZ,6,40.600473,28.943313
1864,DNZ,7,40.487975,28.974832
1865,DNZ,8,40.375468,29.006245
1866,DNZ,9,40.262953,29.037553
1867,DNZ,10,40.150430,29.068757
1868,DNZ,11,40.037898,29.099858
1869,DNZ,12,39.925358,29.130857
1870,DNZ,13,39.812809,29.161753
1871,DNZ,14,39.700253,29.192549
1872,DNZ,15,39.587688,29.223245
1873,DNZ,16,39.475116,29.253840
1874,DNZ,17,39.362535,29.284337
1875,DNZ,18,39.249947,29.314736
1876,DNZ,19,39.137350,29.345038
1877,DNZ,20,39.024746,29.375242
1878,DNZ,21,38.912134,29.405351
1879,DNZ,22,38.799514,29.435364
1880,DNZ,23,38.686887,29.465282
1881,DNZ,24,38.574252,29.495107
1882,DNZ,25,38.461609,29.524838
1883,DNZ,26,38.348959,29.554476
1884,DNZ,27,38.236302,29.584022
1885,DNZ,28,38.123637,29.613477
1886,DNZ,29,38.010965,29.642841
1887,DNZ,30,37.898285,29.672115
1888,DNZ,31,37.785599,29.701300
1889,DOH,0,41.275278,28.751944
1890,DOH,1,40.835442,29.637339
1891,DOH,2,40.388927,30.510975
1892,DOH,3,39.935924,31.373020
1893,DOH,4,39.476622,32.223650
1894,DOH,5,39.011204,33.063047
1895,DOH,6,38.539851,33.891400
1896,DOH,7,38.062737,34.708901
1897,DOH,8,37.580035,35.515749
1898,DOH,9,37.091913,36.312144
1899,DOH,10,36.598534,37.098291
1900,DOH,11,36.100057,37.874396
1901,DOH,12,35.596639,38.640668
1902,DOH,13,35.088432,39.397315
1903,DOH,14,34.575583,40.144549
1904,DOH,15,34.058236,40.882579
1905,DOH,16,33.536532,41.611617
1906,DOH,17,33.010608,42.331874
1907,DOH,18,32.480596,43.043557
1908,DOH,19,31.946627,43.746877
1909,DOH,20,31.408827,44.442041
1910,DOH,21,30.867318,45.129254
1911,DOH,22,30.322220,45.808721
1912,DOH,23,29.773650,46.480645
1913,DOH,24,29.221720,47.145225
1914,DOH,25,28.666541,47.802661
1915,DOH,26,28.108220,48.453148
1916,DOH,27,27.546863,49.096880
1917,DOH,28,26.982570,49.734050
1918,DOH,29,26.415440,50.364845
1919,DOH,30,25.845571,50.989452
1920,DOH,31,25.273056,51.608056
1921,DOK,0,41.275278,28.751944
1922,DOK,1,41.504790,29.010699
1923,DOK,2,41.733718,29.271293
1924,DOK,3,41.962053,29.533749
1925,DOK,4,42.189786,29.798090
1926,DOK,5,42.416907,30.064340
1927,DOK,6,42.643408,30.332523
1928,DOK,7,42.869279,30.602663
1929,DOK,8,43.094510,30.874785
1930,DOK,9,43.319092,31.148912
1931,DOK,10,43.543014,31.425071
1932,DOK,11,43.766267,31.703286
1933,DOK,12,43.988840,31.983582
1934,DOK,13,44.210722,32.265985
1935,DOK,14,44.431903,32.550520
1936,DOK,15,44.652373,32.837214
1937,DOK,16,44.872120,33.126092
1938,DOK,17,45.091133,33.417181
1939,DOK,18,45.309401,33.710507
1940,DOK,19,45.526913,34.006097
1941,DOK,20,45.743656,34.303978
1942,DOK,21,45.959619,34.604177
1943,DOK,22,46.174790,34.906720
1944,DOK,23,46.389156,35.211636
1945,DOK,24,46.602706,35.518952
1946,DOK,25,46.815427,35.828695
1947,DOK,26,47.027305,36.140894
1948,DOK,27,47.238328,36.455576
1949,DOK,28,47.448482,36.772770
1950,DOK,29,47.657755,37.092503
1951,DOK,30,47.866133,37.414803
1952,DOK,31,48.073601,37.739700
1953,DUB,0,41.275278,28.751944
1954,DUB,1,41.811124,27.873366
1955,DUB,2,42.340163,26.980060
1956,DUB,3,42.862151,26.071696
1957,DUB,4,43.376836,25.147951
1958,DUB,5,43.883961,24.208508
1959,DUB,6,44.383258,23.253059
1960,DUB,7,44.874454,22.281308
1961,DUB,8,45.357269,21.292969
1962,DUB,9,45.831414,20.287773
1963,DUB,10,46.296595,19.265469
1964,DUB,11,46.752510,18.225823
1965,DUB,12,47.198851,17.168626
1966,DUB,13,47.635303,16.093693
1967,DUB,14,48.061546,15.000865
1968,DUB,15,48.477256,13.890018
1969,DUB,16,48.882100,12.761057
1970,DUB,17,49.275746,11.613928
1971,DUB,18,49.657856,10.448615
1972,DUB,19,50.028088,9.265146
1973,DUB,20,50.386100,8.063598
1974,DUB,21,50.731549,6.844093
1975,DUB,22,51.064093,5.606811
1976,DUB,23,51.383388,4.351983
1977,DUB,24,51.689097,3.079903
1978,DUB,25,51.980883,1.790921
1979,DUB,26,52.258417,0.485454
1980,DUB,27,52.521375,-0.836019
1981,DUB,28,52.769442,-2.172953
1982,DUB,29,53.002313,-3.524736
1983,DUB,30,53.219692,-4.890690
1984,DUB,31,53.421299,-6.270070
1985,DUS,0,41.275278,28.751944
1986,DUS,1,41.656961,28.163043
1987,DUS,2,42.035602,27.567148
1988,DUS,3,42.411124,26.964140
1989,DUS,4,42.783448,26.353899
1990,DUS,5,43.152493,25.736306
1991,DUS,6,43.518176,25.111244
1992,DUS,7,43.880412,24.478595
1993,DUS,8,44.239116,23.838245
1994,DUS,9,44.594200,23.190079
1995,DUS,10,44.945572,22.533985
1996,DUS,11,45.293142,21.869854
1997,DUS,12,45.636815,21.197579
1998,DUS,13,45.976498,20.517055
1999,DUS,14,46.312091,19.828182
2000,DUS,15,46.643497,19.130862
2001,DUS,16,46.970614,18.425002
2002,DUS,17,47.293340,17.710513
2003,DUS,18,47.611572,16.987312
2004,DUS,19,47.925203,16.255321
2005,DUS,20,48.234126,15.514465
2006,DUS,21,48.538232,14.764681
2007,DUS,22,48.837411,14.005907
2008,DUS,23,49.131551,13.238093
2009,DUS,24,49.420540,12.461195
2010,DUS,25,49.704263,11.675177
2011,DUS,26,49.982605,10.880012
2012,DUS,27,50.255449,10.075684
2013,DUS,28,50.522679,9.262187
2014,DUS,29,50.784176,8.439525
2015,DUS,30,51.039823,7.607714
2016,DUS,31,51.289501,6.766780
2017,DXB,0,41.275278,28.751944
2018,DXB,1,40.862158,29.780363
2019,DXB,2,40.440018,30.795895
2020,DXB,3,40.009104,31.798622
2021,DXB,4,39.569657,32.788645
2022,DXB,5,39.121917,33.766081
2023,DXB,6,38.666118,34.731061
2024,DXB,7,38.202492,35.683729
2025,DXB,8,37.731265,36.624243
2026,DXB,9,37.252662,37.552769
2027,DXB,10,36.766900,38.469486
2028,DXB,11,36.274194,39.374580
2029,DXB,12,35.774754,40.268245
2030,DXB,13,35.268787,41.150682
2031,DXB,14,34.756492,42.022097
2032,DXB,15,34.238066,42.882701
2033,DXB,16,33.713702,43.732712
2034,DXB,17,33.183586,44.572348
2035,DXB,18,32.647903,45.401831
2036,DXB,19,32.106829,46.221387
2037,DXB,20,31.560541,47.031241
2038,DXB,21,31.009207,47.831621
2039,DXB,22,30.452993,48.622756
2040,DXB,23,29.892061,49.404872
2041,DXB,24,29.326567,50.178200
2042,DXB,25,28.756666,50.942965
2043,DXB,26,28.182507,51.699397
2044,DXB,27,27.604234,52.447720
2045,DXB,28,27.021991,53.188160
2046,DXB,29,26.435915,53.920938
2047,DXB,30,25.846141,54.646278
2048,DXB,31,25.252800,55.364399
2049,DYU,0,41.275278,28.751944
2050,DYU,1,41.410417,30.053786
2051,DYU,2,41.530823,31.360758
2052,DYU,3,41.636379,32.672303
2053,DYU,4,41.726981,33.987845
2054,DYU,5,41.802539,35.306794
2055,DYU,6,41.862976,36.628544
2056,DYU,7,41.908233,37.952482
2057,DYU,8,41.938264,39.277981
2058,DYU,9,41.953038,40.604412
2059,DYU,10,41.952541,41.931140
2060,DYU,11,41.936772,43.257530
2061,DYU,12,41.905749,44.582947
2062,DYU,13,41.859501,45.906761
2063,DYU,14,41.798077,47.228348
2064,DYU,15,41.721537,48.547093
2065,DYU,16,41.629958,49.862392
2066,DYU,17,41.523432,51.173657
2067,DYU,18,41.402062,52.480311
2068,DYU,19,41.265968,53.781800
2069,DYU,20,41.115280,55.077585
2070,DYU,21,40.950143,56.367152
2071,DYU,22,40.770713,57.650007
2072,DYU,23,40.577155,58.925681
2073,DYU,24,40.369649,60.193732
2074,DYU,25,40.148380,61.453741
2075,DYU,26,39.913545,62.705319
2076,DYU,27,39.665349,63.948101
2077,DYU,28,39.404004,65.181753
2078,DYU,29,39.129730,66.405968
2079,DYU,30,38.842752,67.620467
2080,DYU,31,38.543301,68.824997
2081,EBL,0,41.275278,28.751944
2082,EBL,1,41.145167,29.275749
2083,EBL,2,41.012692,29.797460
2084,EBL,3,40.877874,30.317060
2085,EBL,4,40.740735,30.834528
2086,EBL,5,40.601294,31.349850
2087,EBL,6,40.459572,31.863009
2088,EBL,7,40.315591,32.373990
2089,EBL,8,40.169371,32.882780
2090,EBL,9,40.020934,33.389365
2091,EBL,10,39.870300,33.893736
2092,EBL,11,39.717492,34.395880
2093,EBL,12,39.562531,34.895788
2094,EBL,13,39.405437,35.393452
2095,EBL,14,39.246232,35.888864
2096,EBL,15,39.084939,36.382017
2097,EBL,16,38.921578,36.872906
2098,EBL,17,38.756170,37.361525
2099,EBL,18,38.588738,37.847872
2100,EBL,19,38.419302,38.331941
2101,EBL,20,38.247885,38.813733
2102,EBL,21,38.074507,39.293244
2103,EBL,22,37.899190,39.770474
2104,EBL,23,37.721956,40.245424
2105,EBL,24,37.542826,40.718095
2106,EBL,25,37.361820,41.188488
2107,EBL,26,37.178961,41.656605
2108,EBL,27,36.994270,42.122451
2109,EBL,28,36.807767,42.586028
2110,EBL,29,36.619473,43.047342
2111,EBL,30,36.429410,43.506397
2112,EBL,31,36.237598,43.963200
2113,ECN,0,41.275278,28.751944
2114,ECN,1,41.081005,28.918181
2115,ECN,2,40.886495,29.083438
2116,ECN,3,40.691751,29.247725
2117,ECN,4,40.496775,29.411055
2118,ECN,5,40.301570,29.573437
2119,ECN,6,40.106140,29.734883
2120,ECN,7,39.910487,29.895404
2121,ECN,8,39.714613,30.055010
2122,ECN,9,39.518523,30.213711
2123,ECN,10,39.322218,30.371518
2124,ECN,11,39.125701,30.528442
2125,ECN,12,38.928974,30.684491
2126,ECN,13,38.732042,30.839678
2127,ECN,14,38.534905,30.994010
2128,ECN,15,38.337566,31.147499
2129,ECN,16,38.140029,31.300153
2130,ECN,17,37.942295,31.451983
2131,ECN,18,37.744367,31.602997
2132,ECN,19,37.546248,31.753205
2133,ECN,20,37.347939,31.902617
2134,ECN,21,37.149444,32.051241
2135,ECN,22,36.950763,32.199087
2136,ECN,23,36.751901,32.346163
2137,ECN,24,36.552858,32.492478
2138,ECN,25,36.353638,32.638041
2139,ECN,26,36.154242,32.782860
2140,ECN,27,35.954672,32.926945
2141,ECN,28,35.754931,33.070303
2142,ECN,29,35.555021,33.212943
2143,ECN,30,35.354944,33.354873
2144,ECN,31,35.154701,33.496101
2145,EDI,0,41.275278,28.751944
2146,EDI,1,41.864786,27.988142
2147,EDI,2,42.449140,27.210186
2148,EDI,3,43.028134,26.417647
2149,EDI,4,43.601556,25.610086
2150,EDI,5,44.169185,24.787064
2151,EDI,6,44.730790,23.948131
2152,EDI,7,45.286134,23.092840
2153,EDI,8,45.834969,22.220736
2154,EDI,9,46.377038,21.331368
2155,EDI,10,46.912075,20.424282
2156,EDI,11,47.439803,19.499029
2157,EDI,12,47.959938,18.555163
2158,EDI,13,48.472183,17.592245
2159,EDI,14,48.976233,16.609846
2160,EDI,15,49.471773,15.607548
2161,EDI,16,49.958476,14.584950
2162,EDI,17,50.436008,13.541665
2163,EDI,18,50.904022,12.477332
2164,EDI,19,51.362166,11.391614
2165,EDI,20,51.810073,10.284204
2166,EDI,21,52.247373,9.154830
2167,EDI,22,52.673683,8.003258
2168,EDI,23,53.088615,6.829297
2169,EDI,24,53.491774,5.632807
2170,EDI,25,53.882758,4.413702
2171,EDI,26,54.261159,3.171955
2172,EDI,27,54.626568,1.907604
2173,EDI,28,54.978571,0.620757
2174,EDI,29,55.316753,-0.688401
2175,EDI,30,55.640700,-2.019603
2176,EDI,31,55.950001,-3.372500
2177,ELQ,0,41.275278,28.751944
2178,ELQ,1,40.825119,29.330513
2179,ELQ,2,40.372109,29.901255
2180,ELQ,3,39.916331,30.464353
2181,ELQ,4,39.457865,31.019983
2182,ELQ,5,38.996791,31.568321
2183,ELQ,6,38.533183,32.109541
2184,ELQ,7,38.067115,32.643811
2185,ELQ,8,37.598660,33.171300
2186,ELQ,9,37.127887,33.692173
2187,ELQ,10,36.654863,34.206589
2188,ELQ,11,36.179654,34.714709
2189,ELQ,12,35.702324,35.216689
2190,ELQ,13,35.222935,35.712681
2191,ELQ,14,34.741547,36.202835
2192,ELQ,15,34.258217,36.687298
2193,ELQ,16,33.773004,37.166216
2194,ELQ,17,33.285962,37.639730
2195,ELQ,18,32.797144,38.107978
2196,ELQ,19,32.306603,38.571097
2197,ELQ,20,31.814389,39.029220
2198,ELQ,21,31.320552,39.482477
2199,ELQ,22,30.825139,39.930998
2200,ELQ,23,30.328197,40.374906
2201,ELQ,24,29.829771,40.814326
2202,ELQ,25,29.329905,41.249378
2203,ELQ,26,28.828643,41.680179
2204,ELQ,27,28.326025,42.106846
2205,ELQ,28,27.822093,42.529492
2206,ELQ,29,27.316886,42.948227
2207,ELQ,30,26.810442,43.363160
2208,ELQ,31,26.302799,43.774399
2209,ERC,0,41.275278,28.751944
2210,ERC,1,41.240670,29.106700
2211,ERC,2,41.204975,29.461075
2212,ERC,3,41.168195,29.815057
2213,ERC,4,41.130332,30.168637
2214,ERC,5,41.091390,30.521803
2215,ERC,6,41.051370,30.874544
2216,ERC,7,41.010276,31.226851
2217,ERC,8,40.968111,31.578713
2218,ERC,9,40.924878,31.930120
2219,ERC,10,40.880579,32.281062
2220,ERC,11,40.835218,32.631529
2221,ERC,12,40.788798,32.981511
2222,ERC,13,40.741322,33.330998
2223,ERC,14,40.692793,33.679982
2224,ERC,15,40.643215,34.028451
2225,ERC,16,40.592591,34.376399
2226,ERC,17,40.540925,34.723814
2227,ERC,18,40.488220,35.070688
2228,ERC,19,40.434479,35.417013
2229,ERC,20,40.379707,35.762779
2230,ERC,21,40.323906,36.107978
2231,ERC,22,40.267081,36.452602
2232,ERC,23,40.209236,36.796642
2233,ERC,24,40.150374,37.140090
2234,ERC,25,40.090499,37.482938
2235,ERC,26,40.029615,37.825179
2236,ERC,27,39.967726,38.166804
2237,ERC,28,39.904836,38.507806
2238,ERC,29,39.840949,38.848177
2239,ERC,30,39.776070,39.187911
2240,ERC,31,39.710201,39.527000
2241,ERZ,0,41.275278,28.751944
2242,ERZ,1,41.253794,29.159063
2243,ERZ,2,41.230877,29.565905
2244,ERZ,3,41.206529,29.972453
2245,ERZ,4,41.180752,30.378690
2246,ERZ,5,41.153550,30.784598
2247,ERZ,6,41.124923,31.190161
2248,ERZ,7,41.094876,31.595362
2249,ERZ,8,41.063410,32.000183
2250,ERZ,9,41.030529,32.404608
2251,ERZ,10,40.996236,32.808621
2252,ERZ,11,40.960534,33.212205
2253,ERZ,12,40.923426,33.615344
2254,ERZ,13,40.884915,34.018022
2255,ERZ,14,40.845006,34.420224
2256,ERZ,15,40.803702,34.821932
2257,ERZ,16,40.761006,35.223133
2258,ERZ,17,40.716923,35.623810
2259,ERZ,18,40.671457,36.023949
2260,ERZ,19,40.624610,36.423533
2261,ERZ,20,40.576389,36.822550
2262,ERZ,21,40.526797,37.220984
2263,ERZ,22,40.475838,37.618820
2264,ERZ,23,40.423518,38.016045
2265,ERZ,24,40.369840,38.412645
2266,ERZ,25,40.314810,38.808605
2267,ERZ,26,40.258432,39.203912
2268,ERZ,27,40.200711,39.598554
2269,ERZ,28,40.141652,39.992516
2270,ERZ,29,40.081261,40.385786
2271,ERZ,30,40.019542,40.778352
2272,ERZ,31,39.956501,41.170200
2273,ESB,0,41.275278,28.751944
2274,ESB,1,41.240726,28.891079
2275,ESB,2,41.206006,29.030067
2276,ESB,3,41.171120,29.168908
2277,ESB,4,41.136067,29.307600
2278,ESB,5,41.100848,29.446144
2279,ESB,6,41.065463,29.584538
2280,ESB,7,41.029913,29.722784
2281,ESB,8,40.994198,29.860880
2282,ESB,9,40.958318,29.998826
2283,ESB,10,40.922274,30.136622
2284,ESB,11,40.886066,30.274267
2285,ESB,12,40.849694,30.411762
2286,ESB,13,40.813160,30.549105
2287,ESB,14,40.776463,30.686297
2288,ESB,15,40.739603,30.823337
2289,ESB,16,40.702582,30.960225
2290,ESB,17,40.665399,31.096960
2291,ESB,18,40.628055,31.233543
