id,hedef,sira,enlem,boylam
3571,KCM,18,39.175409,33.621121
3572,KCM,19,39.052916,33.882844
3573,KCM,20,38.929840,34.143659
3574,KCM,21,38.806186,34.403568
3575,KCM,22,38.681958,34.662574
3576,KCM,23,38.557161,34.920680
3577,KCM,24,38.431799,35.177890
3578,KCM,25,38.305877,35.434207
3579,KCM,26,38.179399,35.689632
3580,KCM,27,38.052369,35.944171
3581,KCM,28,37.924793,36.197826
3582,KCM,29,37.796674,36.450601
3583,KCM,30,37.668017,36.702498
3584,KCM,31,37.538826,36.953522
3585,KFS,0,41.275278,28.751944
3586,KFS,1,41.279969,28.914472
3587,KFS,2,41.284431,29.077023
3588,KFS,3,41.288665,29.239596
3589,KFS,4,41.292670,29.402189
3590,KFS,5,41.296446,29.564802
3591,KFS,6,41.299993,29.727433
3592,KFS,7,41.303312,29.890081
3593,KFS,8,41.306401,30.052745
3594,KFS,9,41.309262,30.215423
3595,KFS,10,41.311893,30.378116
3596,KFS,11,41.314295,30.540821
3597,KFS,12,41.316469,30.703538
3598,KFS,13,41.318413,30.866264
3599,KFS,14,41.320127,31.029000
3600,KFS,15,41.321613,31.191744
3601,KFS,16,41.322869,31.354495
3602,KFS,17,41.323896,31.517251
3603,KFS,18,41.324694,31.680012
3604,KFS,19,41.325263,31.842777
3605,KFS,20,41.325602,32.005543
3606,KFS,21,41.325712,32.168311
3607,KFS,22,41.325593,32.331079
3608,KFS,23,41.325244,32.493846
3609,KFS,24,41.324666,32.656610
3610,KFS,25,41.323859,32.819371
3611,KFS,26,41.322822,32.982127
3612,KFS,27,41.321556,33.144878
3613,KFS,28,41.320062,33.307621
3614,KFS,29,41.318337,33.470357
3615,KFS,30,41.316384,33.633083
3616,KFS,31,41.314201,33.795799
3617,KGL,0,41.275278,28.751944
3618,KGL,1,39.880571,28.816156
3619,KGL,2,38.485831,28.877808
3620,KGL,3,37.091059,28.937118
3621,KGL,4,35.696259,28.994284
3622,KGL,5,34.301433,29.049484
3623,KGL,6,32.906583,29.102880
3624,KGL,7,31.511711,29.154620
3625,KGL,8,30.116819,29.204837
3626,KGL,9,28.721908,29.253656
3627,KGL,10,27.326980,29.301189
3628,KGL,11,25.932036,29.347541
3629,KGL,12,24.537078,29.392807
3630,KGL,13,23.142107,29.437079
3631,KGL,14,21.747123,29.480438
3632,KGL,15,20.352129,29.522963
3633,KGL,16,18.957124,29.564727
3634,KGL,17,17.562111,29.605798
3635,KGL,18,16.167088,29.646240
3636,KGL,19,14.772059,29.686116
3637,KGL,20,13.377023,29.725483
3638,KGL,21,11.981980,29.764396
3639,KGL,22,10.586932,29.802909
3640,KGL,23,9.191880,29.841073
3641,KGL,24,7.796824,29.878938
3642,KGL,25,6.401764,29.916550
3643,KGL,26,5.006702,29.953958
3644,KGL,27,3.611637,29.991207
3645,KGL,28,2.216571,30.028341
3646,KGL,29,0.821504,30.065405
3647,KGL,30,-0.573563,30.102444
3648,KGL,31,-1.968630,30.139500
3649,KHI,0,41.275278,28.751944
3650,KHI,1,40.965213,30.224765
3651,KHI,2,40.636585,31.683401
3652,KHI,3,40.289787,33.127356
3653,KHI,4,39.925227,34.556194
3654,KHI,5,39.543318,35.969539
3655,KHI,6,39.144483,37.367073
3656,KHI,7,38.729149,38.748538
3657,KHI,8,38.297749,40.113727
3658,KHI,9,37.850717,41.462488
3659,KHI,10,37.388489,42.794719
3660,KHI,11,36.911502,44.110365
3661,KHI,12,36.420190,45.409417
3662,KHI,13,35.914986,46.691906
3663,KHI,14,35.396318,47.957903
3664,KHI,15,34.864614,49.207517
3665,KHI,16,34.320291,50.440888
3666,KHI,17,33.763767,51.658188
3667,KHI,18,33.195448,52.859615
3668,KHI,19,32.615737,54.045396
3669,KHI,20,32.025030,55.215778
3670,KHI,21,31.423712,56.371028
3671,KHI,22,30.812165,57.511434
3672,KHI,23,30.190758,58.637297
3673,KHI,24,29.559857,59.748934
3674,KHI,25,28.919817,60.846674
3675,KHI,26,28.270984,61.930855
3676,KHI,27,27.613697,63.001826
3677,KHI,28,26.948287,64.059942
3678,KHI,29,26.275076,65.105564
3679,KHI,30,25.594378,66.139059
3680,KHI,31,24.906500,67.160797
3681,KIV,0,41.275278,28.751944
3682,KIV,1,41.457618,28.757216
3683,KIV,2,41.639958,28.762517
3684,KIV,3,41.822298,28.767849
3685,KIV,4,42.004638,28.773211
3686,KIV,5,42.186977,28.778604
3687,KIV,6,42.369316,28.784028
3688,KIV,7,42.551655,28.789484
3689,KIV,8,42.733993,28.794971
3690,KIV,9,42.916332,28.800491
3691,KIV,10,43.098670,28.806044
3692,KIV,11,43.281007,28.811630
3693,KIV,12,43.463345,28.817250
3694,KIV,13,43.645682,28.822903
3695,KIV,14,43.828019,28.828591
3696,KIV,15,44.010356,28.834314
3697,KIV,16,44.192692,28.840072
3698,KIV,17,44.375028,28.845866
3699,KIV,18,44.557364,28.851696
3700,KIV,19,44.739699,28.857563
3701,KIV,20,44.922034,28.863467
3702,KIV,21,45.104369,28.869408
3703,KIV,22,45.286704,28.875388
3704,KIV,23,45.469038,28.881406
3705,KIV,24,45.651372,28.887463
3706,KIV,25,45.833706,28.893559
3707,KIV,26,46.016039,28.899696
3708,KIV,27,46.198372,28.905874
3709,KIV,28,46.380704,28.912092
3710,KIV,29,46.563037,28.918352
3711,KIV,30,46.745368,28.924655
3712,KIV,31,46.927700,28.931000
3713,KIX,0,41.275278,28.751944
3714,KIX,1,42.741210,31.538592
3715,KIX,2,44.136370,34.456840
3716,KIX,3,45.453720,37.512256
3717,KIX,4,46.685804,40.708943
3718,KIX,5,47.824817,44.049032
3719,KIX,6,48.862730,47.532132
3720,KIX,7,49.791446,51.154765
3721,KIX,8,50.603006,54.909863
3722,KIX,9,51.289838,58.786378
3723,KIX,10,51.845035,62.769103
3724,KIX,11,52.262653,66.838769
3725,KIX,12,52.537989,70.972479
3726,KIX,13,52.667830,75.144480
3727,KIX,14,52.650628,79.327240
3728,KIX,15,52.486587,83.492714
3729,KIX,16,52.177659,87.613675
3730,KIX,17,51.727422,91.664952
3731,KIX,18,51.140894,95.624440
3732,KIX,19,50.424271,99.473792
3733,KIX,20,49.584639,103.198775
3734,KIX,21,48.629686,106.789298
3735,KIX,22,47.567424,110.239170
3736,KIX,23,46.405951,113.545684
3737,KIX,24,45.153256,116.709089
3738,KIX,25,43.817070,119.732024
3739,KIX,26,42.404760,122.618980
3740,KIX,27,40.923257,125.375797
3741,KIX,28,39.379021,128.009241
3742,KIX,29,37.778028,130.526654
3743,KIX,30,36.125776,132.935669
3744,KIX,31,34.427299,135.244003
3745,KRT,0,41.275278,28.751944
3746,KRT,1,40.448805,28.912440
3747,KRT,2,39.622115,29.069036
3748,KRT,3,38.795219,29.221934
3749,KRT,4,37.968129,29.371325
3750,KRT,5,37.140855,29.517386
3751,KRT,6,36.313405,29.660287
3752,KRT,7,35.485788,29.800185
3753,KRT,8,34.658014,29.937232
3754,KRT,9,33.830089,30.071567
3755,KRT,10,33.002021,30.203325
3756,KRT,11,32.173817,30.332632
3757,KRT,12,31.345485,30.459608
3758,KRT,13,30.517029,30.584368
3759,KRT,14,29.688456,30.707018
3760,KRT,15,28.859773,30.827662
3761,KRT,16,28.030984,30.946398
3762,KRT,17,27.202094,31.063318
3763,KRT,18,26.373109,31.178513
3764,KRT,19,25.544032,31.292066
3765,KRT,20,24.714870,31.404059
3766,KRT,21,23.885625,31.514571
3767,KRT,22,23.056303,31.623674
3768,KRT,23,22.226906,31.731441
3769,KRT,24,21.397440,31.837941
3770,KRT,25,20.567906,31.943239
3771,KRT,26,19.738310,32.047399
3772,KRT,27,18.908655,32.150482
3773,KRT,28,18.078943,32.252547
3774,KRT,29,17.249178,32.353652
3775,KRT,30,16.419363,32.453852
3776,KRT,31,15.589500,32.553200
3777,KSH,0,41.275278,28.751944
3778,KSH,1,41.099707,29.399812
3779,KSH,2,40.920527,30.044190
3780,KSH,3,40.737779,30.685049
3781,KSH,4,40.551506,31.322364
3782,KSH,5,40.361751,31.956109
3783,KSH,6,40.168557,32.586265
3784,KSH,7,39.971966,33.212812
3785,KSH,8,39.772021,33.835735
3786,KSH,9,39.568766,34.455020
3787,KSH,10,39.362243,35.070656
3788,KSH,11,39.152496,35.682634
3789,KSH,12,38.939567,36.290947
3790,KSH,13,38.723500,36.895591
3791,KSH,14,38.504338,37.496563
3792,KSH,15,38.282124,38.093864
3793,KSH,16,38.056900,38.687494
3794,KSH,17,37.828709,39.277458
3795,KSH,18,37.597593,39.863762
3796,KSH,19,37.363595,40.446411
3797,KSH,20,37.126758,41.025417
3798,KSH,21,36.887122,41.600788
3799,KSH,22,36.644729,42.172539
3800,KSH,23,36.399622,42.740682
3801,KSH,24,36.151841,43.305233
3802,KSH,25,35.901427,43.866209
3803,KSH,26,35.648420,44.423629
3804,KSH,27,35.392861,44.977511
3805,KSH,28,35.134791,45.527877
3806,KSH,29,34.874248,46.074748
3807,KSH,30,34.611272,46.618148
3808,KSH,31,34.345901,47.158100
3809,KSY,0,41.275278,28.751944
3810,KSY,1,41.280323,29.218231
3811,KSY,2,41.283487,29.684577
3812,KSY,3,41.284768,30.150955
3813,KSY,4,41.284167,30.617337
3814,KSY,5,41.281684,31.083697
3815,KSY,6,41.277320,31.550009
3816,KSY,7,41.271074,32.016245
3817,KSY,8,41.262947,32.482378
3818,KSY,9,41.252941,32.948381
3819,KSY,10,41.241057,33.414229
3820,KSY,11,41.227296,33.879894
3821,KSY,12,41.211659,34.345349
3822,KSY,13,41.194150,34.810569
3823,KSY,14,41.174770,35.275526
3824,KSY,15,41.153520,35.740196
3825,KSY,16,41.130405,36.204551
3826,KSY,17,41.105427,36.668565
3827,KSY,18,41.078589,37.132214
3828,KSY,19,41.049893,37.595471
3829,KSY,20,41.019345,38.058311
3830,KSY,21,40.986946,38.520709
3831,KSY,22,40.952702,38.982640
3832,KSY,23,40.916616,39.444080
3833,KSY,24,40.878694,39.905002
3834,KSY,25,40.838938,40.365385
3835,KSY,26,40.797354,40.825203
3836,KSY,27,40.753948,41.284432
3837,KSY,28,40.708724,41.743050
3838,KSY,29,40.661687,42.201032
3839,KSY,30,40.612843,42.658357
3840,KSY,31,40.562199,43.115002
3841,KTM,0,41.275278,28.751944
3842,KTM,1,41.315063,30.799849
3843,KTM,2,41.318521,32.849114
3844,KTM,3,41.285644,34.897453
3845,KTM,4,41.216511,36.942594
3846,KTM,5,41.111286,38.982291
3847,KTM,6,40.970217,41.014352
3848,KTM,7,40.793635,43.036656
3849,KTM,8,40.581947,45.047171
3850,KTM,9,40.335636,47.043969
3851,KTM,10,40.055252,49.025244
3852,KTM,11,39.741410,50.989321
3853,KTM,12,39.394779,52.934668
3854,KTM,13,39.016085,54.859898
3855,KTM,14,38.606095,56.763777
3856,KTM,15,38.165617,58.645229
3857,KTM,16,37.695493,60.503329
3858,KTM,17,37.196589,62.337306
3859,KTM,18,36.669794,64.146536
3860,KTM,19,36.116012,65.930542
3861,KTM,20,35.536157,67.688981
3862,KTM,21,34.931150,69.421641
3863,KTM,22,34.301912,71.128430
3864,KTM,23,33.649361,72.809370
3865,KTM,24,32.974409,74.464587
3866,KTM,25,32.277959,76.094301
3867,KTM,26,31.560903,77.698818
3868,KTM,27,30.824116,79.278522
3869,KTM,28,30.068459,80.833863
3870,KTM,29,29.294775,82.365356
3871,KTM,30,28.503887,83.873564
3872,KTM,31,27.696600,85.359100
3873,KUL,0,41.275278,28.751944
3874,KUL,1,40.836545,31.925945
3875,KUL,2,40.312045,35.054182
3876,KUL,3,39.704658,38.130447
3877,KUL,4,39.017574,41.149562
3878,KUL,5,38.254230,44.107400
3879,KUL,6,37.418240,47.000873
3880,KUL,7,36.513335,49.827879
3881,KUL,8,35.543307,52.587238
3882,KUL,9,34.511958,55.278602
3883,KUL,10,33.423060,57.902363
3884,KUL,11,32.280319,60.459551
3885,KUL,12,31.087351,62.951735
3886,KUL,13,29.847655,65.380938
3887,KUL,14,28.564606,67.749540
3888,KUL,15,27.241441,70.060209
3889,KUL,16,25.881253,72.315832
3890,KUL,17,24.486995,74.519455
3891,KUL,18,23.061476,76.674232
3892,KUL,19,21.607369,78.783393
3893,KUL,20,20.127215,80.850200
3894,KUL,21,18.623428,82.877932
3895,KUL,22,17.098308,84.869858
3896,KUL,23,15.554047,86.829226
3897,KUL,24,13.992737,88.759254
3898,KUL,25,12.416381,90.663120
3899,KUL,26,10.826901,92.543964
3900,KUL,27,9.226152,94.404885
3901,KUL,28,7.615925,96.248940
3902,KUL,29,5.997961,98.079154
3903,KUL,30,4.373957,99.898518
3904,KUL,31,2.745580,101.709999
3905,KVD,0,41.275278,28.751944
3906,KVD,1,41.299851,29.319570
3907,KVD,2,41.321633,29.887599
3908,KVD,3,41.340621,30.455983
3909,KVD,4,41.356811,31.024675
3910,KVD,5,41.370201,31.593625
3911,KVD,6,41.380787,32.162785
3912,KVD,7,41.388568,32.732106
3913,KVD,8,41.393542,33.301539
3914,KVD,9,41.395708,33.871034
3915,KVD,10,41.395067,34.440542
3916,KVD,11,41.391618,35.010014
3917,KVD,12,41.385361,35.579402
3918,KVD,13,41.376299,36.148655
3919,KVD,14,41.364432,36.717725
3920,KVD,15,41.349762,37.286564
3921,KVD,16,41.332294,37.855121
3922,KVD,17,41.312029,38.423349
3923,KVD,18,41.288971,38.991200
3924,KVD,19,41.263125,39.558625
3925,KVD,20,41.234496,40.125578
3926,KVD,21,41.203088,40.692009
3927,KVD,22,41.168908,41.257874
3928,KVD,23,41.131961,41.823124
3929,KVD,24,41.092254,42.387714
3930,KVD,25,41.049795,42.951599
3931,KVD,26,41.004592,43.514733
3932,KVD,27,40.956651,44.077071
3933,KVD,28,40.905983,44.638570
3934,KVD,29,40.852595,45.199187
3935,KVD,30,40.796498,45.758877
3936,KVD,31,40.737701,46.317600
3937,KWI,0,41.275278,28.751944
3938,KWI,1,40.940000,29.468810
3939,KWI,2,40.600327,30.178387
3940,KWI,3,40.256356,30.880745
3941,KWI,4,39.908183,31.575955
3942,KWI,5,39.555900,32.264093
3943,KWI,6,39.199600,32.945237
3944,KWI,7,38.839375,33.619470
3945,KWI,8,38.475313,34.286875
3946,KWI,9,38.107502,34.947539
3947,KWI,10,37.736030,35.601551
3948,KWI,11,37.360980,36.249001
3949,KWI,12,36.982437,36.889982
3950,KWI,13,36.600482,37.524589
3951,KWI,14,36.215196,38.152915
3952,KWI,15,35.826657,38.775057
3953,KWI,16,35.434944,39.391113
3954,KWI,17,35.040132,40.001181
3955,KWI,18,34.642296,40.605359
3956,KWI,19,34.241509,41.203745
3957,KWI,20,33.837843,41.796441
3958,KWI,21,33.431367,42.383545
3959,KWI,22,33.022152,42.965156
3960,KWI,23,32.610264,43.541376
3961,KWI,24,32.195769,44.112302
3962,KWI,25,31.778732,44.678036
3963,KWI,26,31.359217,45.238675
3964,KWI,27,30.937286,45.794319
3965,KWI,28,30.513000,46.345065
3966,KWI,29,30.086418,46.891013
3967,KWI,30,29.657599,47.432258
3968,KWI,31,29.226601,47.968899
3969,KYA,0,41.275278,28.751944
3970,KYA,1,41.170954,28.880672
3971,KYA,2,41.066488,29.008991
3972,KYA,3,40.961879,29.136902
3973,KYA,4,40.857130,29.264409
3974,KYA,5,40.752241,29.391512
3975,KYA,6,40.647212,29.518215
3976,KYA,7,40.542046,29.644519
3977,KYA,8,40.436743,29.770427
3978,KYA,9,40.331303,29.895941
3979,KYA,10,40.225728,30.021063
3980,KYA,11,40.120019,30.145796
3981,KYA,12,40.014177,30.270141
3982,KYA,13,39.908202,30.394100
3983,KYA,14,39.802095,30.517677
3984,KYA,15,39.695858,30.640872
3985,KYA,16,39.589491,30.763689
3986,KYA,17,39.482995,30.886129
3987,KYA,18,39.376371,31.008194
3988,KYA,19,39.269620,31.129887
3989,KYA,20,39.162742,31.251209
3990,KYA,21,39.055740,31.372163
3991,KYA,22,38.948612,31.492751
3992,KYA,23,38.841361,31.612975
3993,KYA,24,38.733987,31.732836
3994,KYA,25,38.626492,31.852338
3995,KYA,26,38.518874,31.971481
3996,KYA,27,38.411137,32.090269
3997,KYA,28,38.303280,32.208703
3998,KYA,29,38.195304,32.326785
3999,KYA,30,38.087211,32.444517
4000,KYA,31,37.979000,32.561901
4001,KZN,0,41.275278,28.751944
4002,KZN,1,41.785342,29.252634
4003,KZN,2,42.293198,29.761338
4004,KZN,3,42.798769,30.278293
4005,KZN,4,43.301977,30.803746
4006,KZN,5,43.802739,31.337948
4007,KZN,6,44.300971,31.881158
4008,KZN,7,44.796585,32.433642
4009,KZN,8,45.289489,32.995673
4010,KZN,9,45.779588,33.567529
4011,KZN,10,46.266785,34.149498
4012,KZN,11,46.750975,34.741871
4013,KZN,12,47.232054,35.344950
4014,KZN,13,47.709911,35.959040
4015,KZN,14,48.184431,36.584456
4016,KZN,15,48.655495,37.221517
4017,KZN,16,49.122981,37.870549
4018,KZN,17,49.586759,38.531885
4019,KZN,18,50.046698,39.205862
4020,KZN,19,50.502658,39.892825
4021,KZN,20,50.954497,40.593120
4022,KZN,21,51.402067,41.307101
4023,KZN,22,51.845213,42.035124
4024,KZN,23,52.283777,42.777548
4025,KZN,24,52.717592,43.534734
4026,KZN,25,53.146488,44.307045
4027,KZN,26,53.570287,45.094844
4028,KZN,27,53.988807,45.898493
4029,KZN,28,54.401857,46.718350
4030,KZN,29,54.809242,47.554772
4031,KZN,30,55.210760,48.408108
4032,KZN,31,55.606201,49.278702
4033,KZR,0,41.275278,28.751944
4034,KZR,1,41.205790,28.797735
4035,KZR,2,41.136283,28.843429
4036,KZR,3,41.066759,28.889027
4037,KZR,4,40.997216,28.934528
4038,KZR,5,40.927656,28.979933
4039,KZR,6,40.858078,29.025243
4040,KZR,7,40.788482,29.070457
4041,KZR,8,40.718869,29.115577
4042,KZR,9,40.649238,29.160603
4043,KZR,10,40.579589,29.205535
4044,KZR,11,40.509924,29.250373
4045,KZR,12,40.440241,29.295118
4046,KZR,13,40.370540,29.339770
4047,KZR,14,40.300823,29.384331
4048,KZR,15,40.231088,29.428799
4049,KZR,16,40.161337,29.473176
4050,KZR,17,40.091569,29.517462
4051,KZR,18,40.021784,29.561657
4052,KZR,19,39.951982,29.605761
4053,KZR,20,39.882163,29.649776
4054,KZR,21,39.812328,29.693701
4055,KZR,22,39.742476,29.737537
4056,KZR,23,39.672608,29.781285
4057,KZR,24,39.602723,29.824943
4058,KZR,25,39.532823,29.868514
4059,KZR,26,39.462905,29.911997
4060,KZR,27,39.392972,29.955393
4061,KZR,28,39.323023,29.998702
4062,KZR,29,39.253057,30.041924
4063,KZR,30,39.183076,30.085061
4064,KZR,31,39.113079,30.128111
4065,LAX,0,41.275278,28.751944
4066,LAX,1,44.099606,26.728372
4067,LAX,2,46.884650,24.503139
4068,LAX,3,49.621880,22.036282
4069,LAX,4,52.300497,19.278971
4070,LAX,5,54.906715,16.171608
4071,LAX,6,57.422811,12.641963
4072,LAX,7,59.825906,8.603951
4073,LAX,8,62.086498,3.958332
4074,LAX,9,64.166868,-1.402226
4075,LAX,10,66.019814,-7.579774
4076,LAX,11,67.588636,-14.644581
4077,LAX,12,68.809954,-22.593459
4078,LAX,13,69.621057,-31.301814
4079,LAX,14,69.971956,-40.496918
4080,LAX,15,69.838572,-49.787867
4081,LAX,16,69.230246,-58.758248
4082,LAX,17,68.186736,-67.074053
4083,LAX,18,66.766706,-74.544461
4084,LAX,19,65.034455,-81.117010
4085,LAX,20,63.050286,-86.834754
4086,LAX,21,60.865812,-91.789617
4087,LAX,22,58.522921,-96.088882
4088,LAX,23,56.054630,-99.836458
4089,LAX,24,53.486612,-103.124640
4090,LAX,25,50.838750,-106.031834
4091,LAX,26,48.126476,-108.623128
4092,LAX,27,45.361834,-110.951970
4093,LAX,28,42.554299,-113.062099
4094,LAX,29,39.711399,-114.989347
4095,LAX,30,36.839169,-116.763184
4096,LAX,31,33.942501,-118.407997
4097,LED,0,41.275278,28.751944
4098,LED,1,41.873098,28.785439
4099,LED,2,42.470909,28.819565
4100,LED,3,43.068709,28.854351
4101,LED,4,43.666498,28.889821
4102,LED,5,44.264276,28.926005
4103,LED,6,44.862042,28.962933
4104,LED,7,45.459797,29.000635
4105,LED,8,46.057538,29.039145
4106,LED,9,46.655267,29.078499
4107,LED,10,47.252981,29.118731
4108,LED,11,47.850682,29.159883
4109,LED,12,48.448367,29.201994
4110,LED,13,49.046036,29.245108
4111,LED,14,49.643689,29.289272
4112,LED,15,50.241325,29.334533
4113,LED,16,50.838943,29.380943
4114,LED,17,51.436542,29.428558
4115,LED,18,52.034121,29.477435
4116,LED,19,52.631679,29.527636
4117,LED,20,53.229215,29.579227
4118,LED,21,53.826729,29.632279
4119,LED,22,54.424218,29.686866
4120,LED,23,55.021683,29.743068
4121,LED,24,55.619120,29.800971
4122,LED,25,56.216529,29.860666
4123,LED,26,56.813909,29.922252
4124,LED,27,57.411258,29.985832
4125,LED,28,58.008573,30.051521
4126,LED,29,58.605853,30.119440
4127,LED,30,59.203097,30.189719
4128,LED,31,59.800301,30.262501
4129,LEJ,0,41.275278,28.751944
4130,LEJ,1,41.635684,28.308402
4131,LEJ,2,41.994365,27.859883
4132,LEJ,3,42.351282,27.406293
4133,LEJ,4,42.706389,26.947535
4134,LEJ,5,43.059646,26.483512
4135,LEJ,6,43.411005,26.014126
4136,LEJ,7,43.760423,25.539278
4137,LEJ,8,44.107852,25.058866
4138,LEJ,9,44.453244,24.572790
4139,LEJ,10,44.796550,24.080948
4140,LEJ,11,45.137719,23.583237
4141,LEJ,12,45.476701,23.079553
4142,LEJ,13,45.813443,22.569793
4143,LEJ,14,46.147891,22.053853
4144,LEJ,15,46.479989,21.531627
4145,LEJ,16,46.809681,21.003010
4146,LEJ,17,47.136909,20.467897
4147,LEJ,18,47.461615,19.926183
4148,LEJ,19,47.783738,19.377763
4149,LEJ,20,48.103216,18.822531
4150,LEJ,21,48.419986,18.260385
4151,LEJ,22,48.733984,17.691219
4152,LEJ,23,49.045144,17.114932
4153,LEJ,24,49.353398,16.531422
4154,LEJ,25,49.658678,15.940588
4155,LEJ,26,49.960915,15.342332
4156,LEJ,27,50.260036,14.736555
4157,LEJ,28,50.555969,14.123164
4158,LEJ,29,50.848639,13.502066
4159,LEJ,30,51.137971,12.873170
4160,LEJ,31,51.423889,12.236389
4161,LGW,0,41.275278,28.751944
4162,LGW,1,41.695586,27.981501
4163,LGW,2,42.110681,27.200986
4164,LGW,3,42.520417,26.410248
4165,LGW,4,42.924646,25.609141
4166,LGW,5,43.323215,24.797527
4167,LGW,6,43.715971,23.975271
4168,LGW,7,44.102755,23.142249
4169,LGW,8,44.483407,22.298343
4170,LGW,9,44.857764,21.443445
4171,LGW,10,45.225660,20.577455
4172,LGW,11,45.586927,19.700285
4173,LGW,12,45.941394,18.811860
4174,LGW,13,46.288890,17.912115
4175,LGW,14,46.629238,17.001000
4176,LGW,15,46.962263,16.078480
4177,LGW,16,47.287787,15.144534
4178,LGW,17,47.605630,14.199160
4179,LGW,18,47.915611,13.242370
4180,LGW,19,48.217550,12.274198
4181,LGW,20,48.511265,11.294696
4182,LGW,21,48.796574,10.303938
4183,LGW,22,49.073297,9.302017
4184,LGW,23,49.341251,8.289051
4185,LGW,24,49.600257,7.265180
4186,LGW,25,49.850138,6.230568
4187,LGW,26,50.090716,5.185404
4188,LGW,27,50.321819,4.129903
4189,LGW,28,50.543274,3.064305
4190,LGW,29,50.754915,1.988875
4191,LGW,30,50.956577,0.903908
4192,LGW,31,51.148102,-0.190278
4193,LHE,0,41.275278,28.751944
4194,LHE,1,41.263717,30.363884
4195,LHE,2,41.229688,31.974699
4196,LHE,3,41.173240,33.583286
4197,LHE,4,41.094456,35.188557
4198,LHE,5,40.993451,36.789441
4199,LHE,6,40.870373,38.384894
4200,LHE,7,40.725398,39.973901
4201,LHE,8,40.558734,41.555486
4202,LHE,9,40.370614,43.128713
4203,LHE,10,40.161301,44.692690
4204,LHE,11,39.931079,46.246576
4205,LHE,12,39.680259,47.789581
4206,LHE,13,39.409171,49.320971
4207,LHE,14,39.118165,50.840067
4208,LHE,15,38.807610,52.346250
4209,LHE,16,38.477891,53.838958
4210,LHE,17,38.129404,55.317690
4211,LHE,18,37.762562,56.782002
4212,LHE,19,37.377783,58.231511
4213,LHE,20,36.975497,59.665890
4214,LHE,21,36.556142,61.084866
4215,LHE,22,36.120156,62.488224
4216,LHE,23,35.667987,63.875797
4217,LHE,24,35.200081,65.247470
4218,LHE,25,34.716887,66.603176
4219,LHE,26,34.218852,67.942891
4220,LHE,27,33.706424,69.266635
4221,LHE,28,33.180046,70.574465
4222,LHE,29,32.640159,71.866479
4223,LHE,30,32.087200,73.142804
4224,LHE,31,31.521601,74.403603
4225,LHR,0,41.275278,28.751944
4226,LHR,1,41.707434,27.979765
4227,LHR,2,42.134351,27.197199
4228,LHR,3,42.555878,26.404078
4229,LHR,4,42.971862,25.600242
4230,LHR,5,43.382145,24.785533
4231,LHR,6,43.786567,23.959803
4232,LHR,7,44.184963,23.122907
4233,LHR,8,44.577167,22.274712
4234,LHR,9,44.963009,21.415092
4235,LHR,10,45.342315,20.543930
4236,LHR,11,45.714910,19.661122
4237,LHR,12,46.080616,18.766572
4238,LHR,13,46.439250,17.860202
4239,LHR,14,46.790631,16.941944
4240,LHR,15,47.134572,16.011746
4241,LHR,16,47.470885,15.069573
4242,LHR,17,47.799382,14.115407
4243,LHR,18,48.119872,13.149246
4244,LHR,19,48.432163,12.171112
4245,LHR,20,48.736064,11.181044
4246,LHR,21,49.031381,10.179105
4247,LHR,22,49.317921,9.165380
4248,LHR,23,49.595492,8.139977
4249,LHR,24,49.863903,7.103030
4250,LHR,25,50.122964,6.054700
4251,LHR,26,50.372485,4.995173
4252,LHR,27,50.612281,3.924662
4253,LHR,28,50.842168,2.843411
4254,LHR,29,51.061967,1.751688
4255,LHR,30,51.271502,0.649795
4256,LHR,31,51.470600,-0.461941
4257,LIS,0,41.275278,28.751944
4258,LIS,1,41.393881,27.520939
4259,LIS,2,41.499319,26.285684
4260,LIS,3,41.591500,25.046655
4261,LIS,4,41.670342,23.804339
4262,LIS,5,41.735775,22.559235
4263,LIS,6,41.787742,21.311854
4264,LIS,7,41.826196,20.062712
4265,LIS,8,41.851103,18.812334
4266,LIS,9,41.862439,17.561247
4267,LIS,10,41.860196,16.309982
4268,LIS,11,41.844374,15.059071
4269,LIS,12,41.814989,13.809043
4270,LIS,13,41.772066,12.560425
4271,LIS,14,41.715645,11.313740
4272,LIS,15,41.645774,10.069501
4273,LIS,16,41.562518,8.828216
4274,LIS,17,41.465948,7.590380
4275,LIS,18,41.356150,6.356478
4276,LIS,19,41.233219,5.126979
4277,LIS,20,41.097261,3.902339
4278,LIS,21,40.948392,2.682997
4279,LIS,22,40.786737,1.469376
4280,LIS,23,40.612431,0.261879
4281,LIS,24,40.425617,-0.939111
4282,LIS,25,40.226447,-2.133228
4283,LIS,26,40.015079,-3.320131
4284,LIS,27,39.791679,-4.499497
4285,LIS,28,39.556420,-5.671026
4286,LIS,29,39.309481,-6.834440
4287,LIS,30,39.051044,-7.989483
4288,LIS,31,38.781300,-9.135920
4289,LJU,0,41.275278,28.751944
4290,LJU,1,41.461281,28.327847
4291,LJU,2,41.645717,27.901321
4292,LJU,3,41.828568,27.472356
4293,LJU,4,42.009813,27.040944
4294,LJU,5,42.189434,26.607079
4295,LJU,6,42.367411,26.170751
4296,LJU,7,42.543724,25.731957
4297,LJU,8,42.718354,25.290688
4298,LJU,9,42.891280,24.846941
4299,LJU,10,43.062483,24.400711
4300,LJU,11,43.231942,23.951995
4301,LJU,12,43.399639,23.500790
4302,LJU,13,43.565551,23.047093
4303,LJU,14,43.729659,22.590904
4304,LJU,15,43.891944,22.132222
